Student_ID,Age,Gender,Class,Study_Hours_Per_Day,Attendance_Percentage,Parental_Education,Internet_Access,Extracurricular_Activities,Math_Score,Science_Score,English_Score,Previous_Year_Score,Final_Percentage,Performance_Level,Pass_Fail
S0938,18,Female,12,1.9,57,Graduate,Yes,No,63,49,35,57,49.0,Poor,Fail
S0939,14,Male,10,4.6,82,Postgraduate,No,Yes,68,86,53,82,69.0,Good,Pass
S0940,17,Male,12,5.3,62,Graduate,No,No,75,51,87,48,71.0,Good,Pass
S0941,16,Male,12,5.4,83,High School,No,Yes,35,61,63,50,53.0,Average,Pass
S0942,17,Male,12,5.6,50,High School,No,No,65,88,90,46,81.0,Excellent,Pass
S0943,16,Female,10,4.3,66,Graduate,No,No,71,55,59,50,61.67,Average,Pass
S0944,16,Female,9,2.9,72,Graduate,No,No,39,95,97,49,77.0,Good,Pass
S0945,16,Male,12,4.1,57,High School,Yes,Yes,73,71,70,58,71.33,Good,Pass
S0946,15,Male,9,2.0,83,Graduate,Yes,Yes,35,56,65,44,52.0,Average,Pass
S0947,16,Female,10,4.4,66,Graduate,Yes,Yes,38,94,66,84,66.0,Good,Pass
S0948,14,Male,9,5.5,58,Postgraduate,No,No,66,51,88,48,68.33,Good,Pass
S0949,16,Female,11,2.1,61,High School,Yes,No,40,64,87,84,63.67,Average,Pass
S0950,18,Female,11,4.4,50,Postgraduate,No,No,53,74,55,44,60.67,Average,Pass
S0951,14,Female,10,4.9,94,Postgraduate,Yes,Yes,76,52,37,80,55.0,Average,Pass
S0952,17,Female,11,2.2,63,High School,No,Yes,71,38,88,41,65.67,Average,Pass
S0953,17,Female,11,5.6,58,High School,Yes,Yes,91,77,43,57,70.33,Good,Pass
S0954,16,Male,9,2.6,56,Postgraduate,No,Yes,84,81,61,51,75.33,Good,Pass
S0955,18,Male,11,3.4,57,High School,Yes,Yes,82,73,96,76,83.67,Excellent,Pass
S0956,16,Male,11,3.6,62,Graduate,Yes,No,75,68,90,88,77.67,Good,Pass
S0957,14,Female,12,3.5,65,Graduate,Yes,No,79,85,49,83,71.0,Good,Pass
S0958,18,Male,10,1.0,93,Postgraduate,Yes,No,71,83,99,47,84.33,Excellent,Pass
S0959,16,Female,10,1.7,59,Graduate,No,No,56,38,84,63,59.33,Average,Pass
S0960,16,Male,12,4.8,51,Postgraduate,Yes,Yes,57,90,57,54,68.0,Good,Pass
S0961,17,Female,11,3.2,56,Graduate,Yes,No,41,41,88,58,56.67,Average,Pass
S0962,17,Female,9,4.2,85,Graduate,No,No,100,65,72,86,79.0,Good,Pass
S0963,19,Female,10,3.6,90,Graduate,Yes,No,44,63,74,77,60.33,Average,Pass
S0964,15,Male,9,5.6,97,Postgraduate,Yes,No,87,55,64,81,68.67,Good,Pass
S0965,17,Female,10,2.2,60,Postgraduate,Yes,No,100,77,69,77,82.0,Excellent,Pass
S0966,19,Male,9,4.5,87,Postgraduate,Yes,No,62,35,82,66,59.67,Average,Pass
S0967,15,Female,10,5.4,100,Postgraduate,No,Yes,85,74,84,65,81.0,Excellent,Pass
S0968,18,Female,11,3.2,67,Graduate,Yes,No,41,53,89,66,61.0,Average,Pass
S0969,16,Male,10,3.8,62,Postgraduate,Yes,No,87,39,88,78,71.33,Good,Pass
S0970,15,Female,10,5.3,54,Graduate,No,Yes,72,89,55,69,72.0,Good,Pass
S0971,15,Male,10,2.5,69,High School,No,Yes,65,71,44,67,60.0,Average,Pass
S0972,16,Female,10,6.0,86,Postgraduate,Yes,No,40,91,100,91,77.0,Good,Pass
S0973,16,Female,12,3.5,67,Graduate,Yes,Yes,51,89,96,76,78.67,Good,Pass
S0974,14,Male,12,1.2,61,High School,Yes,Yes,54,46,82,61,60.67,Average,Pass
S0975,14,Female,10,3.0,74,Graduate,Yes,No,97,35,91,83,74.33,Good,Pass
S0976,15,Male,12,5.8,85,Postgraduate,No,No,76,79,66,89,73.67,Good,Pass
S0977,15,Female,11,4.0,71,Postgraduate,No,Yes,54,98,93,41,81.67,Excellent,Pass
S0978,18,Female,12,3.0,55,Graduate,No,No,41,44,52,75,45.67,Poor,Fail
S0979,19,Male,11,4.3,72,Graduate,Yes,No,43,68,60,51,57.0,Average,Pass
S0980,15,Male,12,4.6,84,Graduate,No,No,41,50,46,46,45.67,Poor,Fail
S0981,14,Female,11,1.4,50,High School,No,Yes,84,90,73,57,82.33,Excellent,Pass
S0982,19,Male,10,5.4,79,Postgraduate,No,Yes,68,65,64,59,65.67,Average,Pass
S0983,15,Male,10,4.5,94,Graduate,Yes,Yes,80,78,96,73,84.67,Excellent,Pass
S0984,15,Male,10,3.5,91,Postgraduate,No,No,49,74,43,78,55.33,Average,Pass
S0985,14,Female,12,1.6,56,Graduate,Yes,Yes,41,85,70,85,65.33,Average,Pass
S0986,18,Female,9,0.9,65,High School,Yes,Yes,42,56,72,89,56.67,Average,Pass
S0987,16,Female,9,4.6,95,High School,No,No,36,60,43,73,46.33,Poor,Fail
S0988,19,Male,10,3.0,73,Postgraduate,Yes,Yes,80,76,52,87,69.33,Good,Pass
S0989,18,Female,11,1.2,88,Postgraduate,Yes,Yes,37,64,58,67,53.0,Average,Pass
S0990,19,Male,10,3.2,50,Postgraduate,Yes,No,68,68,45,87,60.33,Average,Pass
S0991,15,Female,12,3.0,94,High School,Yes,Yes,90,50,46,53,62.0,Average,Pass
S0992,19,Male,10,2.8,55,High School,No,Yes,87,56,53,74,65.33,Average,Pass
S0993,14,Male,9,1.2,97,High School,Yes,No,62,59,66,83,62.33,Average,Pass
S0994,14,Female,11,3.5,77,Graduate,No,No,36,91,95,79,74.0,Good,Pass
S0995,19,Female,12,1.0,100,Graduate,Yes,No,62,97,58,66,72.33,Good,Pass
S0996,19,Female,12,1.0,82,Graduate,No,Yes,93,53,71,91,72.33,Good,Pass
S0997,16,Female,10,2.5,81,High School,Yes,No,52,81,94,58,75.67,Good,Pass
S0998,17,Male,11,4.6,82,Postgraduate,Yes,Yes,59,74,71,44,68.0,Good,Pass
S0999,18,Male,11,2.4,87,Graduate,No,No,98,74,60,53,77.33,Good,Pass
S1000,18,Female,10,5.8,85,Postgraduate,No,No,73,41,72,51,62.0,Average,Pass
S1001,16,Female,9,4.4,86,Postgraduate,Yes,No,61,83,70,77,71.33,Good,Pass
S1002,14,Female,12,1.7,50,Graduate,No,No,38,97,52,43,62.33,Average,Pass
S1003,19,Female,9,2.0,60,Graduate,Yes,No,86,92,94,65,90.67,Excellent,Pass
S1004,15,Male,12,1.8,52,High School,No,No,74,79,75,50,76.0,Good,Pass
S1005,18,Female,9,3.8,79,Graduate,No,No,58,98,97,76,84.33,Excellent,Pass
S1006,17,Female,10,2.7,93,Graduate,No,No,73,77,58,76,69.33,Good,Pass
S1007,16,Female,11,1.7,60,High School,Yes,No,70,69,66,61,68.33,Good,Pass
S1008,15,Male,12,4.5,81,High School,No,No,72,69,73,74,71.33,Good,Pass
S1009,18,Female,10,0.6,69,High School,Yes,No,47,94,49,59,63.33,Average,Pass
S1010,14,Female,12,4.8,57,Postgraduate,Yes,No,36,65,63,81,54.67,Average,Pass
S1011,17,Female,9,5.8,75,Postgraduate,Yes,Yes,62,95,67,40,74.67,Good,Pass
S1012,15,Female,9,3.2,98,Graduate,Yes,No,59,75,67,68,67.0,Good,Pass
S1013,16,Female,9,4.9,89,Postgraduate,No,Yes,97,43,65,40,68.33,Good,Pass
S1014,19,Female,12,4.6,78,Graduate,No,No,59,97,67,85,74.33,Good,Pass
S1015,15,Female,9,3.2,78,Graduate,No,No,53,50,70,42,57.67,Average,Pass
S1016,18,Female,10,0.7,56,High School,No,No,92,88,100,86,93.33,Excellent,Pass
S1017,16,Female,12,1.6,62,Postgraduate,Yes,No,54,48,81,93,61.0,Average,Pass
S1018,16,Male,12,5.1,61,Graduate,Yes,No,40,96,68,90,68.0,Good,Pass
S1019,15,Male,10,4.2,57,Postgraduate,No,Yes,49,91,70,87,70.0,Good,Pass
S1020,16,Female,9,3.9,86,Postgraduate,No,Yes,86,64,79,86,76.33,Good,Pass
S1021,16,Male,11,5.3,50,High School,No,No,95,66,68,45,76.33,Good,Pass
S1022,15,Male,12,1.0,98,Graduate,No,No,65,89,78,47,77.33,Good,Pass
S1023,16,Female,11,3.9,77,High School,No,No,68,58,92,56,72.67,Good,Pass
S1024,18,Male,11,5.0,65,Graduate,Yes,No,62,62,61,53,61.67,Average,Pass
S1025,16,Female,9,1.7,61,Graduate,Yes,No,86,99,39,78,74.67,Good,Pass
S1026,18,Male,11,2.9,60,Graduate,Yes,No,56,42,99,77,65.67,Average,Pass
S1027,17,Female,10,1.5,88,Postgraduate,Yes,No,47,60,95,56,67.33,Good,Pass
S1028,18,Male,12,5.1,78,Graduate,No,No,93,92,36,85,73.67,Good,Pass
S1029,16,Male,11,1.1,82,Graduate,Yes,No,77,61,49,56,62.33,Average,Pass
S1030,15,Female,11,4.3,89,Graduate,No,No,62,35,70,72,55.67,Average,Pass
S1031,16,Female,10,2.6,65,High School,No,No,52,49,89,70,63.33,Average,Pass
S1032,16,Male,11,1.3,92,High School,Yes,No,85,81,84,50,83.33,Excellent,Pass
S1033,17,Female,12,2.0,89,Postgraduate,Yes,No,92,39,50,62,60.33,Average,Pass
S1034,18,Female,9,3.4,69,Postgraduate,No,Yes,39,68,49,49,52.0,Average,Pass
S1035,17,Female,9,4.1,62,Postgraduate,No,Yes,86,38,56,87,60.0,Average,Pass
S1036,16,Male,9,1.0,73,High School,Yes,Yes,92,57,54,74,67.67,Good,Pass
S1037,18,Female,9,6.0,68,Graduate,Yes,Yes,40,42,39,86,40.33,Poor,Fail
S1038,17,Female,12,2.4,56,High School,No,Yes,77,73,49,88,66.33,Good,Pass
S1039,14,Male,11,2.8,94,Postgraduate,No,Yes,60,76,99,79,78.33,Good,Pass
S1040,18,Male,10,0.7,78,Graduate,No,Yes,95,41,42,40,59.33,Average,Pass
S1041,15,Female,12,4.5,54,Postgraduate,No,No,82,89,88,68,86.33,Excellent,Pass
S1042,17,Male,10,0.8,99,Postgraduate,No,No,56,96,57,91,69.67,Good,Pass
S1043,19,Male,12,3.5,81,High School,Yes,Yes,78,96,91,42,88.33,Excellent,Pass
S1044,15,Male,10,4.3,72,Postgraduate,No,Yes,46,45,91,95,60.67,Average,Pass
S1045,17,Female,12,2.5,75,Graduate,Yes,No,35,56,66,58,52.33,Average,Pass
S1046,14,Female,11,0.9,82,High School,No,Yes,42,72,91,44,68.33,Good,Pass
S1047,18,Male,11,5.5,62,High School,Yes,No,81,91,86,66,86.0,Excellent,Pass
S1048,19,Male,11,2.0,79,Postgraduate,Yes,No,100,71,62,75,77.67,Good,Pass
S1049,17,Female,9,3.3,67,Graduate,No,No,48,98,56,59,67.33,Good,Pass
S1050,19,Male,9,5.5,66,Postgraduate,No,Yes,100,95,44,81,79.67,Good,Pass
S1051,14,Male,10,5.9,64,Graduate,No,No,73,48,91,66,70.67,Good,Pass
S1052,18,Female,12,4.4,66,High School,Yes,Yes,35,69,51,48,51.67,Average,Pass
S1053,17,Female,11,3.5,66,High School,No,No,47,65,82,94,64.67,Average,Pass
S1054,18,Female,11,5.6,78,Postgraduate,Yes,Yes,77,69,94,41,80.0,Good,Pass
S1055,14,Male,11,6.0,51,Postgraduate,No,No,52,44,47,56,47.67,Poor,Fail
S1056,19,Male,11,1.4,58,Postgraduate,Yes,No,94,63,50,72,69.0,Good,Pass
S1057,14,Female,11,5.6,61,Postgraduate,Yes,Yes,42,41,38,87,40.33,Poor,Fail
S1058,16,Female,12,3.4,81,Graduate,Yes,No,55,81,66,48,67.33,Good,Pass
S1059,17,Female,11,0.6,85,High School,No,Yes,50,93,83,75,75.33,Good,Pass
S1060,18,Female,11,3.9,54,High School,No,Yes,92,84,61,88,79.0,Good,Pass
S1061,19,Male,12,1.8,68,Postgraduate,Yes,No,91,92,40,89,74.33,Good,Pass
S1062,17,Male,11,4.4,96,Graduate,No,No,57,55,93,58,68.33,Good,Pass
S1063,16,Male,11,2.7,97,Graduate,No,No,46,66,40,79,50.67,Average,Pass
S1064,18,Female,11,3.9,92,Postgraduate,No,No,82,51,63,58,65.33,Average,Pass
S1065,18,Male,10,3.3,85,Postgraduate,No,No,79,73,97,82,83.0,Excellent,Pass
S1066,18,Female,12,4.3,88,High School,Yes,No,36,95,39,81,56.67,Average,Pass
S1067,16,Female,9,5.4,66,Postgraduate,No,Yes,43,58,89,79,63.33,Average,Pass
S1068,16,Male,12,2.6,61,Graduate,Yes,No,71,87,69,65,75.67,Good,Pass
S1069,16,Female,12,3.3,90,Postgraduate,No,No,64,54,53,75,57.0,Average,Pass
S1070,16,Female,9,5.1,61,High School,No,No,39,47,35,42,40.33,Poor,Fail
S1071,17,Male,11,2.1,83,Postgraduate,No,No,97,55,53,63,68.33,Good,Pass
S1072,19,Female,11,3.2,84,High School,No,No,69,40,43,95,50.67,Average,Pass
S1073,18,Female,11,1.3,61,Graduate,Yes,Yes,44,71,54,55,56.33,Average,Pass
S1074,14,Male,10,5.3,78,Postgraduate,Yes,Yes,91,71,42,72,68.0,Good,Pass
S1075,14,Male,11,2.3,51,Graduate,Yes,No,45,38,70,71,51.0,Average,Pass
S1076,16,Male,12,3.8,83,Postgraduate,Yes,Yes,65,51,49,87,55.0,Average,Pass
S1077,16,Female,9,4.5,55,High School,No,No,55,48,46,81,49.67,Poor,Fail
S1078,18,Male,9,1.6,71,Postgraduate,No,Yes,38,47,78,68,54.33,Average,Pass
S1079,19,Female,11,2.6,69,High School,Yes,Yes,79,80,43,54,67.33,Good,Pass
S1080,18,Male,12,4.8,59,High School,No,No,55,51,94,80,66.67,Good,Pass
S1081,14,Female,11,5.0,56,Postgraduate,No,Yes,86,77,90,65,84.33,Excellent,Pass
S1082,16,Female,10,3.9,89,Graduate,Yes,Yes,40,94,56,49,63.33,Average,Pass
S1083,18,Male,11,2.7,74,High School,Yes,Yes,49,52,38,63,46.33,Poor,Fail
S1084,15,Male,11,1.0,68,Graduate,Yes,Yes,44,51,53,54,49.33,Poor,Fail
S1085,14,Male,9,3.3,82,Postgraduate,Yes,No,70,97,53,89,73.33,Good,Pass
S1086,18,Female,9,2.6,69,Postgraduate,Yes,No,70,38,62,48,56.67,Average,Pass
S1087,17,Female,12,3.0,53,Postgraduate,No,Yes,47,95,70,77,70.67,Good,Pass
S1088,17,Female,10,5.2,63,High School,No,No,97,69,40,49,68.67,Good,Pass
S1089,14,Male,11,0.6,76,High School,Yes,Yes,50,73,51,56,58.0,Average,Pass
S1090,18,Female,11,3.9,66,High School,Yes,No,43,80,69,74,64.0,Average,Pass
S1091,15,Female,9,0.8,54,High School,No,Yes,100,38,61,59,66.33,Good,Pass
S1092,14,Male,11,5.3,67,Postgraduate,No,No,64,83,93,71,80.0,Good,Pass
S1093,19,Female,12,6.0,52,Graduate,No,No,44,81,92,67,72.33,Good,Pass
S1094,16,Male,10,1.3,92,High School,Yes,No,54,45,44,56,47.67,Poor,Fail
S1095,18,Male,12,4.5,57,Postgraduate,Yes,No,82,49,96,85,75.67,Good,Pass
S1096,18,Female,9,3.5,66,Graduate,No,No,67,40,68,46,58.33,Average,Pass
S1097,16,Male,12,4.5,80,High School,Yes,Yes,100,70,77,53,82.33,Excellent,Pass
S1098,15,Female,10,3.2,62,Graduate,No,No,46,73,58,40,59.0,Average,Pass
S1099,16,Male,12,3.7,84,Postgraduate,Yes,No,51,96,48,93,65.0,Average,Pass
S1100,14,Female,9,3.1,61,High School,No,Yes,63,49,88,95,66.67,Good,Pass
S1101,15,Male,9,4.1,92,Graduate,Yes,Yes,53,40,63,63,52.0,Average,Pass
S1102,18,Female,10,5.4,92,High School,Yes,Yes,100,48,79,94,75.67,Good,Pass
S1103,15,Female,12,4.2,97,Graduate,No,Yes,48,100,50,61,66.0,Good,Pass
S1104,15,Male,10,5.2,66,Postgraduate,Yes,Yes,90,83,56,63,76.33,Good,Pass
S1105,18,Male,12,4.4,76,Postgraduate,No,No,90,56,93,81,79.67,Good,Pass
S1106,16,Female,10,5.8,77,Graduate,No,Yes,68,100,86,94,84.67,Excellent,Pass
S1107,15,Female,9,1.9,99,Graduate,Yes,Yes,97,61,77,53,78.33,Good,Pass
S1108,19,Male,10,5.7,97,High School,No,No,87,64,67,64,72.67,Good,Pass
S1109,15,Female,9,4.3,69,Postgraduate,No,No,39,39,99,52,59.0,Average,Pass
S1110,15,Female,12,1.0,81,Postgraduate,No,Yes,79,37,44,70,53.33,Average,Pass
S1111,19,Male,10,2.9,97,Graduate,Yes,Yes,100,53,77,64,76.67,Good,Pass
S1112,18,Female,12,3.2,64,High School,No,Yes,36,51,96,79,61.0,Average,Pass
S1113,16,Male,10,1.2,59,Postgraduate,Yes,Yes,41,40,41,70,40.67,Poor,Fail
S1114,16,Female,10,5.6,57,Graduate,No,No,73,88,95,54,85.33,Excellent,Pass
S1115,15,Female,10,3.1,55,High School,No,No,90,69,78,67,79.0,Good,Pass
S1116,14,Female,10,3.1,100,High School,Yes,Yes,67,49,46,52,54.0,Average,Pass
S1117,19,Male,12,4.4,100,High School,No,Yes,48,38,84,41,56.67,Average,Pass
S1118,18,Male,10,4.8,54,High School,No,Yes,78,89,52,68,73.0,Good,Pass
S1119,17,Female,12,5.2,62,Postgraduate,Yes,Yes,57,48,91,56,65.33,Average,Pass
S1120,15,Male,12,5.5,85,Graduate,No,No,48,56,54,62,52.67,Average,Pass
S1121,16,Female,9,5.0,87,Graduate,No,No,82,78,94,54,84.67,Excellent,Pass
S1122,19,Male,11,2.4,93,Graduate,No,Yes,78,80,48,45,68.67,Good,Pass
S1123,14,Female,11,3.4,80,Postgraduate,No,Yes,55,84,47,59,62.0,Average,Pass
S1124,14,Female,9,5.5,85,High School,Yes,No,73,83,59,68,71.67,Good,Pass
S1125,19,Male,9,5.2,94,High School,Yes,Yes,72,63,49,68,61.33,Average,Pass
S1126,14,Male,11,5.5,79,Graduate,Yes,Yes,59,70,80,81,69.67,Good,Pass
S1127,15,Female,9,3.0,100,Postgraduate,Yes,Yes,36,85,54,43,58.33,Average,Pass
S1128,19,Male,9,3.0,85,High School,Yes,Yes,61,89,66,88,72.0,Good,Pass
S1129,14,Male,11,1.9,61,Postgraduate,No,No,50,81,58,89,63.0,Average,Pass
S1130,14,Male,11,5.3,77,Postgraduate,Yes,Yes,68,68,44,68,60.0,Average,Pass
S1131,18,Female,12,1.7,62,Postgraduate,Yes,No,35,48,91,85,58.0,Average,Pass
S1132,16,Male,9,4.8,85,High School,No,Yes,68,61,50,48,59.67,Average,Pass
S1133,19,Male,9,4.8,74,High School,Yes,Yes,64,49,41,53,51.33,Average,Pass
S1134,15,Female,10,3.8,85,Postgraduate,No,Yes,48,35,35,44,39.33,Poor,Fail
S1135,16,Male,9,3.6,55,Postgraduate,Yes,Yes,66,67,40,62,57.67,Average,Pass
S1136,18,Female,11,1.4,77,High School,Yes,No,44,87,37,87,56.0,Average,Pass
S1137,14,Male,11,2.9,79,Graduate,No,Yes,63,63,50,52,58.67,Average,Pass
S1138,14,Female,9,1.9,71,Graduate,No,No,44,62,81,49,62.33,Average,Pass
S1139,15,Male,9,2.8,69,Postgraduate,Yes,Yes,49,63,80,62,64.0,Average,Pass
S1140,17,Female,10,1.9,95,Graduate,Yes,No,73,84,96,51,84.33,Excellent,Pass
S1141,16,Female,11,3.7,96,Postgraduate,No,Yes,95,54,49,57,66.0,Good,Pass
S1142,18,Female,12,3.9,85,Postgraduate,No,No,43,99,69,62,70.33,Good,Pass
S1143,15,Male,9,3.0,79,Graduate,No,Yes,93,72,68,93,77.67,Good,Pass
S1144,16,Female,10,4.2,81,High School,Yes,No,90,49,100,79,79.67,Good,Pass
S1145,18,Female,9,3.1,81,Graduate,Yes,No,49,88,57,68,64.67,Average,Pass
S1146,18,Male,12,4.8,64,Graduate,No,Yes,94,79,74,53,82.33,Excellent,Pass
S1147,14,Female,9,4.4,64,Postgraduate,Yes,Yes,57,96,66,49,73.0,Good,Pass
S1148,19,Female,12,3.6,72,Postgraduate,No,Yes,63,40,88,67,63.67,Average,Pass
S1149,17,Female,9,2.0,74,Postgraduate,Yes,No,48,85,96,66,76.33,Good,Pass
S1150,16,Female,10,5.4,71,High School,No,Yes,83,65,71,63,73.0,Good,Pass
S1151,14,Female,10,1.2,58,Postgraduate,No,Yes,60,60,68,42,62.67,Average,Pass
S1152,15,Male,12,5.7,99,Postgraduate,Yes,No,63,36,97,71,65.33,Average,Pass
S1153,18,Male,11,2.3,91,Graduate,No,No,81,42,64,66,62.33,Average,Pass
S1154,14,Female,12,4.7,99,Postgraduate,No,Yes,89,88,38,48,71.67,Good,Pass
S1155,19,Male,11,5.1,74,High School,Yes,No,75,54,79,83,69.33,Good,Pass
S1156,18,Female,11,0.6,57,Postgraduate,No,Yes,85,74,78,86,79.0,Good,Pass
S1157,16,Female,11,1.3,85,Postgraduate,Yes,Yes,43,60,92,64,65.0,Average,Pass
S1158,17,Female,10,4.0,72,Postgraduate,No,No,73,56,51,74,60.0,Average,Pass
S1159,17,Male,9,0.8,87,High School,No,No,59,88,91,68,79.33,Good,Pass
S1160,19,Female,12,2.9,96,Graduate,Yes,Yes,62,84,91,47,79.0,Good,Pass
S1161,17,Female,11,1.9,83,High School,No,No,57,49,39,64,48.33,Poor,Fail
S1162,14,Female,9,0.8,85,Postgraduate,No,Yes,52,81,65,42,66.0,Good,Pass
S1163,18,Male,11,2.7,93,Postgraduate,No,No,72,47,57,85,58.67,Average,Pass
S1164,18,Female,12,1.2,53,Postgraduate,No,Yes,36,95,36,60,55.67,Average,Pass
S1165,19,Male,9,5.9,79,High School,Yes,No,55,80,89,95,74.67,Good,Pass
S1166,17,Male,12,4.6,60,Postgraduate,Yes,No,91,36,51,45,59.33,Average,Pass
S1167,16,Male,9,2.9,54,High School,Yes,Yes,97,50,39,69,62.0,Average,Pass
S1168,17,Female,12,5.6,86,Graduate,Yes,Yes,81,50,95,49,75.33,Good,Pass
S1169,19,Female,10,1.0,80,Postgraduate,No,Yes,88,44,74,88,68.67,Good,Pass
S1170,17,Female,11,1.7,57,High School,No,No,44,70,61,78,58.33,Average,Pass
S1171,16,Male,11,1.4,54,High School,Yes,Yes,92,60,74,41,75.33,Good,Pass
S1172,16,Male,9,2.9,90,Postgraduate,No,Yes,81,76,89,80,82.0,Excellent,Pass
S1173,14,Male,11,2.5,76,High School,No,No,50,90,93,91,77.67,Good,Pass
S1174,17,Male,9,4.1,62,High School,Yes,No,85,54,93,50,77.33,Good,Pass
S1175,16,Female,10,5.2,72,High School,Yes,No,100,56,51,47,69.0,Good,Pass
S1176,15,Male,10,4.3,89,Graduate,Yes,No,80,44,80,51,68.0,Good,Pass
S1177,14,Male,10,1.3,64,High School,No,No,68,71,36,55,58.33,Average,Pass
S1178,18,Female,11,3.0,100,Graduate,No,Yes,68,79,46,74,64.33,Average,Pass
S1179,18,Female,12,0.9,75,High School,No,Yes,94,86,36,70,72.0,Good,Pass
S1180,16,Female,9,1.8,97,High School,No,Yes,66,70,84,75,73.33,Good,Pass
S1181,19,Male,9,2.8,67,High School,Yes,No,37,65,66,46,56.0,Average,Pass
S1182,14,Female,9,4.2,82,Graduate,Yes,No,56,89,88,83,77.67,Good,Pass
S1183,18,Female,10,3.8,78,Graduate,No,Yes,93,46,46,50,61.67,Average,Pass
S1184,15,Female,10,2.1,70,High School,No,Yes,88,49,39,55,58.67,Average,Pass
S1185,19,Female,10,5.8,62,Graduate,Yes,Yes,71,91,50,77,70.67,Good,Pass
S1186,16,Male,9,5.8,87,Graduate,No,Yes,86,36,81,65,67.67,Good,Pass
S1187,19,Female,10,3.7,70,Postgraduate,Yes,No,89,40,87,95,72.0,Good,Pass
S1188,19,Male,10,5.1,88,Postgraduate,No,No,96,58,93,73,82.33,Excellent,Pass
S1189,15,Female,11,0.9,79,Postgraduate,Yes,Yes,67,89,39,74,65.0,Average,Pass
S1190,18,Female,12,5.0,81,Postgraduate,Yes,Yes,92,35,79,71,68.67,Good,Pass
S1191,16,Female,12,1.6,72,High School,Yes,Yes,58,51,66,73,58.33,Average,Pass
S1192,18,Female,9,0.7,81,High School,No,No,55,88,91,89,78.0,Good,Pass
S1193,19,Female,12,2.4,63,Graduate,No,Yes,55,35,40,73,43.33,Poor,Fail
S1194,14,Male,12,5.0,89,Postgraduate,No,No,38,47,76,76,53.67,Average,Pass
S1195,19,Male,10,1.3,55,Postgraduate,Yes,No,88,68,73,51,76.33,Good,Pass
S1196,18,Male,9,4.0,84,High School,Yes,Yes,62,64,64,60,63.33,Average,Pass
S1197,18,Male,9,2.1,94,Postgraduate,No,Yes,84,62,94,85,80.0,Good,Pass
S1198,19,Male,10,5.4,97,High School,Yes,Yes,38,43,99,61,60.0,Average,Pass
S1199,19,Male,10,5.7,97,High School,Yes,No,60,75,45,58,60.0,Average,Pass
S1200,15,Female,9,3.1,73,Graduate,No,No,94,82,65,64,80.33,Good,Pass
S1201,14,Female,10,5.7,94,Graduate,Yes,No,89,78,93,92,86.67,Excellent,Pass
S1202,19,Female,11,0.7,89,Postgraduate,Yes,No,70,51,65,72,62.0,Average,Pass
S1203,15,Female,11,3.3,97,Postgraduate,Yes,Yes,60,65,61,88,62.0,Average,Pass
S1204,19,Female,11,5.4,62,High School,Yes,No,71,60,51,95,60.67,Average,Pass
S1205,17,Female,9,4.8,68,Graduate,No,No,67,81,73,76,73.67,Good,Pass
S1206,18,Male,11,5.7,78,Postgraduate,Yes,No,89,99,48,72,78.67,Good,Pass
S1207,15,Male,11,4.9,58,Postgraduate,No,Yes,36,92,45,51,57.67,Average,Pass
S1208,19,Male,10,5.7,63,Postgraduate,No,No,35,41,52,76,42.67,Poor,Fail
S1209,16,Male,10,1.8,53,Graduate,No,Yes,63,73,49,75,61.67,Average,Pass
S1210,16,Female,12,3.9,73,Graduate,No,No,89,45,51,64,61.67,Average,Pass
S1211,16,Female,11,2.0,60,Postgraduate,Yes,Yes,86,60,44,93,63.33,Average,Pass
S1212,18,Male,9,0.5,84,Graduate,No,No,83,68,60,50,70.33,Good,Pass
S1213,15,Male,11,2.2,69,High School,Yes,Yes,66,74,69,48,69.67,Good,Pass
S1214,14,Male,9,2.0,66,Postgraduate,Yes,Yes,77,45,97,90,73.0,Good,Pass
S1215,18,Female,10,4.3,63,Graduate,No,No,64,35,73,44,57.33,Average,Pass
S1216,14,Male,11,0.6,83,Graduate,No,Yes,48,86,87,58,73.67,Good,Pass
S1217,17,Male,9,1.8,95,Graduate,No,No,89,64,37,69,63.33,Average,Pass
S1218,14,Female,11,5.5,75,Postgraduate,No,Yes,90,68,37,85,65.0,Average,Pass
S1219,16,Female,10,4.0,70,Postgraduate,Yes,Yes,81,79,77,54,79.0,Good,Pass
S1220,18,Male,12,4.4,73,High School,No,No,72,60,56,86,62.67,Average,Pass
S1221,14,Female,10,6.0,72,Postgraduate,No,Yes,43,84,88,55,71.67,Good,Pass
S1222,15,Female,10,3.4,90,Graduate,No,No,45,70,95,54,70.0,Good,Pass
S1223,19,Male,10,3.6,63,Graduate,No,Yes,44,89,99,95,77.33,Good,Pass
S1224,14,Male,12,0.6,67,High School,Yes,Yes,99,48,45,70,64.0,Average,Pass
S1225,14,Female,12,2.0,71,Postgraduate,Yes,Yes,87,56,44,87,62.33,Average,Pass
S1226,16,Female,10,2.2,67,Postgraduate,No,Yes,81,90,93,62,88.0,Excellent,Pass
S1227,18,Male,12,5.7,95,Postgraduate,Yes,No,42,48,41,61,43.67,Poor,Fail
S1228,14,Male,12,3.6,66,Graduate,No,Yes,98,82,72,92,84.0,Excellent,Pass
S1229,16,Male,12,5.3,55,High School,No,Yes,80,65,43,76,62.67,Average,Pass
S1230,18,Male,9,5.5,93,Postgraduate,Yes,Yes,71,64,66,77,67.0,Good,Pass
